INDEX,LINEA,ESTACION,TOTAL,FECHA
2593,ROCA,BRIAN,3,2019-02-01
2594,ROCA,BRANDSEN,301,2019-02-01
2595,ROCA,BOSQUES,102166,2019-02-01
2596,ROCA,BERNAL,121419,2019-02-01
2597,ROCA,BERAZATEGUI,227973,2019-02-01
2598,ROCA,BANFIELD,468061,2019-02-01
2599,MITRE,SAN MARTIN,198483,2019-02-01
2600,ROCA,ARDIGO,134214,2019-02-01
2601,ROCA,A.KORN,192668,2019-02-01
2602,ROCA,A. PETION,4693,2019-02-01
2603,ROCA,A. DE ELIA,8,2019-02-01
2604,MITRE,ZELAYA,272,2019-02-01
2605,MITRE,ZARATE,1147,2019-02-01
2606,MITRE,VIRREYES,107536,2019-02-01
2607,MITRE,VICTORIA ELECT,51976,2019-02-01
2608,MITRE,VICENTE LOPEZ,44091,2019-02-01
2609,MITRE,V. BALLESTER,135012,2019-02-01
2610,ROCA,ADROGUE,260831,2019-02-01
2611,ROCA,CHASCOMUS,1306,2019-02-01
2612,MITRE,DRAGO,43662,2019-02-01
2613,MITRE,COGHLAN,29040,2019-02-01
2614,BELGRANO SUR,INDEPENDENCIA,114744,2019-02-01
2615,BELGRANO SUR,ILLIA,14166,2019-02-01
2616,BELGRANO SUR,I. CASANOVA,21400,2019-02-01
2617,BELGRANO SUR,G. CATAN,148313,2019-02-01
2618,BELGRANO SUR,FOURNIER,31673,2019-02-01
2619,BELGRANO SUR,EVA DUARTE,42989,2019-02-01
2620,BELGRANO SUR,CASTILLO,28626,2019-02-01
2621,BELGRANO SUR,CASTELLO,59286,2019-02-01
2622,BELGRANO SUR,BUENOS AIRES,3,2019-02-01
2623,BELGRANO SUR,J. INGENIEROS,3482,2019-02-01
2624,BELGRANO SUR,ALDO BONZI,2214,2019-02-01
2625,BELGRANO NORTE,RETIRO,538013,2019-02-01
2626,BELGRANO NORTE,R. S. ORTIZ,36461,2019-02-01
2627,BELGRANO NORTE,MUNRO,95844,2019-02-01
2628,BELGRANO NORTE,LOS POLVORINES,124584,2019-02-01
2629,BELGRANO NORTE,ING. P. NOGUES,104087,2019-02-01
2630,BELGRANO NORTE,GRAND BOURG,190724,2019-02-01
2631,BELGRANO NORTE,FLORIDA,36524,2019-02-01
2632,BELGRANO NORTE,DON TORCUATO,120224,2019-02-01
2633,BELGRANO NORTE,BOULOGNE SUR,166882,2019-02-01
2634,BELGRANO NORTE,VILLA ADELINA,118923,2019-02-01
2635,MITRE,COLEGIALES,78883,2019-02-01
2636,BELGRANO SUR,KM. 12,1291,2019-02-01
2637,BELGRANO SUR,LIBERTAD,24551,2019-02-01
2638,MITRE,CHILAVERT,48668,2019-02-01
2639,MITRE,CENTRANGOLO,14056,2019-02-01
2640,MITRE,CARUPA,65951,2019-02-01
2641,MITRE,CARRANZA,154784,2019-02-01
2642,MITRE,BENAVIDEZ,593,2019-02-01
2643,MITRE,BELGRANO R.,161854,2019-02-01
2644,MITRE,BELGRANO C.,8694,2019-02-01
2645,MITRE,BECCAR,39845,2019-02-01
2646,MITRE,ACASSUSO,34665,2019-02-01
2647,BELGRANO SUR,LAFERRERE,195340,2019-02-01
2648,MITRE,3 DE FEBRERO,59047,2019-02-01
2649,BELGRANO SUR,V.LUGANO,78583,2019-02-01
2650,BELGRANO SUR,V. SOLDATI,31537,2019-02-01
2651,BELGRANO SUR,V. MADERO,62309,2019-02-01
2652,BELGRANO SUR,TAPIALES,28887,2019-02-01
2653,BELGRANO SUR,SAENZ,233308,2019-02-01
2654,BELGRANO SUR,QUERANDI,19027,2019-02-01
2655,BELGRANO SUR,MERLO GOMEZ,18911,2019-02-01
2656,BELGRANO SUR,MENDEVILLE,2640,2019-02-01
2657,BELGRANO SUR,M. BELGRANO,35022,2019-02-01
2658,BELGRANO SUR,VILLEGAS,4505,2019-02-01
2659,ROCA,CITY BELL,40911,2019-02-01
2660,MITRE,TIGRE,240232,2019-02-01
2661,ROCA,CONSTITUCION,3859969,2019-02-01
2662,SAN MARTIN,PILAR,122407,2019-02-01
2663,SAN MARTIN,PATERNAL,11,2019-02-01
2664,SAN MARTIN,PALOMAR,78396,2019-02-01
2665,SAN MARTIN,PALERMO,78,2019-02-01
2666,SAN MARTIN,MUNIZ,46083,2019-02-01
2667,SAN MARTIN,MANZANARES,2132,2019-02-01
2668,SAN MARTIN,J.C. PAZ,395695,2019-02-01
2669,SAN MARTIN,HURLINGHAM,71586,2019-02-01
2670,SAN MARTIN,DERQUI,139662,2019-02-01
2671,ROCA,CLAYPOLE,226575,2019-02-01
2672,SAN MARTIN,CHACARITA,23,2019-02-01
2673,SAN MARTIN,CABRED,3382,2019-02-01
2674,SAN MARTIN,B. VISTA,88446,2019-02-01
2675,SAN MARTIN,ASTOLFI,15842,2019-02-01
2676,ROCA,ZEBALLOS,103797,2019-02-01
2677,ROCA,YRIGOYEN,81313,2019-02-01
2678,ROCA,WILDE,75898,2019-02-01
2679,ROCA,VILLA ESPANA,32304,2019-02-01
2680,ROCA,VILLA ELISA,40095,2019-02-01
2681,ROCA,V. DOMINICO,45384,2019-02-01
2682,SAN MARTIN,CASEROS,129050,2019-02-01
2683,SAN MARTIN,S. LUGARES,20725,2019-02-01
2684,SAN MARTIN,SAENZ PENA,99942,2019-02-01
2685,SAN MARTIN,SAN MIGUEL,274877,2019-02-01
2686,SARMIENTO,VILLA LURO,100924,2019-02-01
2687,SARMIENTO,S.A DE PADUA,247998,2019-02-01
2688,SARMIENTO,RAMOS MEJIA,444134,2019-02-01
2689,SARMIENTO,PASO DEL REY,223392,2019-02-01
2690,SARMIENTO,ONCE,1581104,2019-02-01
2691,SARMIENTO,MORON,873112,2019-02-01
2692,SARMIENTO,MORENO,840831,2019-02-01
2693,SARMIENTO,MISERERE,325,2019-02-01
2694,SARMIENTO,MERLO,825605,2019-02-01
2695,SARMIENTO,LINIERS,519200,2019-02-01
2696,SARMIENTO,ITUZAINGO,258149,2019-02-01
2697,SARMIENTO,HAEDO,150637,2019-02-01
2698,SARMIENTO,FLORESTA,129636,2019-02-01
2699,SARMIENTO,FLORES,219415,2019-02-01
2700,SARMIENTO,CIUDADELA,144492,2019-02-01
2701,SARMIENTO,CASTELAR,238785,2019-02-01
2702,SARMIENTO,CABALLITO,184245,2019-02-01
2703,SAN MARTIN,W. MORRIS,46814,2019-02-01
2704,SAN MARTIN,V. PARQUE,288873,2019-02-01
2705,SAN MARTIN,V. DEVOTO,99363,2019-02-01
2706,SAN MARTIN,SOL Y VERDE,79825,2019-02-01
2707,ROCA,V. CASARES,1242,2019-02-01
2708,ROCA,U. FERROVIARIA,1876,2019-02-01
2709,SAN MARTIN,RETIRO,7,2019-02-01
2710,ROCA,DARIO Y MAXI,215511,2019-02-01
2711,ROCA,KM. 34,4,2019-02-01
2712,ROCA,KM. 33,7,2019-02-01
2713,ROCA,KLOOSTERMAN,525,2019-02-01
2714,ROCA,JUAN XXIII,3,2019-02-01
2715,ROCA,J. MARMOL,51796,2019-02-01
2716,ROCA,HUDSON,65775,2019-02-01
2717,ROCA,HAEDO,1881,2019-02-01
2718,ROCA,GUTIERREZ,5776,2019-02-01
2719,ROCA,GUERNICA,152867,2019-02-01
2720,ROCA,GONNET,30053,2019-02-01
2721,ROCA,GLEW,517075,2019-02-01
2722,ROCA,GERLI,127917,2019-02-01
2723,ROCA,F. VARELA,298171,2019-02-01
2724,ROCA,EZPELETA,167826,2019-02-01
2725,ROCA,EZEIZA,441300,2019-02-01
2726,ROCA,ESCALADA,130777,2019-02-01
2727,ROCA,EL JAGUEL,169896,2019-02-01
2728,ROCA,DON BOSCO,52178,2019-02-01
2729,ROCA,TURDERA,87986,2019-02-01
2730,ROCA,L. DE ZAMORA,950900,2019-02-01
2731,ROCA,L. GUILLON,115401,2019-02-01
2732,ROCA,H. ESPANOL,7,2019-02-01
2733,ROCA,LANUS,741404,2019-02-01
2734,ROCA,TRISTAN SUAREZ,21754,2019-02-01
2735,ROCA,LA PLATA,289200,2019-02-01
2736,ROCA,TEMPERLEY,214126,2019-02-01
2737,ROCA,TABLADA,278,2019-02-01
2738,ROCA,SPEGAZZINI,12613,2019-02-01
2739,ROCA,SOURIGUES,34760,2019-02-01
2740,ROCA,SARANDI,46120,2019-02-01
2741,ROCA,SANTA SOFIA,10282,2019-02-01
2742,ROCA,SAN JUSTO,248,2019-02-01
2743,ROCA,RINGUELET,8590,2019-02-01
2744,ROCA,RANELAGH,28734,2019-02-01
2745,ROCA,TOLOSA,16906,2019-02-01
2746,ROCA,PLATANOS,44576,2019-02-01
2747,ROCA,PEREYRA,1580,2019-02-01
2748,ROCA,MONTE GRANDE,491833,2019-02-01
2749,ROCA,MONTE,35,2019-02-01
2750,ROCA,MAXIMO PAZ,11475,2019-02-01
2751,ROCA,LONGCHAMPS,383635,2019-02-01
2752,ROCA,LLAVALLOL,79234,2019-02-01
2753,ROCA,LEVENE,771,2019-02-01
2754,ROCA,QUILMES,369581,2019-02-01
2755,MITRE,SAAVEDRA,38539,2019-03-01
2756,MITRE,MITRE,110612,2019-03-01
2757,MITRE,NUNEZ,258957,2019-03-01
2758,MITRE,OLIVOS,95531,2019-03-01
2759,MITRE,RIVADAVIA,93830,2019-03-01
2760,MITRE,RETIRO (SUAREZ-MITRE),468788,2019-03-01
2761,MITRE,RETIRO (TIGRE),181365,2019-03-01
2762,MITRE,MIGUELETES,43382,2019-03-01
2763,MITRE,PUEYRREDON,64922,2019-03-01
2764,MITRE,MATHEU,867,2019-03-01
2765,MITRE,LA LUCILA,27541,2019-03-01
2766,MITRE,MAQ. SAVIO,461,2019-03-01
2767,MITRE,MALAVER,27193,2019-03-01
2768,MITRE,LOPEZ CAMELO,300,2019-03-01
2769,MITRE,JUAN B. JUSTO,19136,2019-03-01
2770,MITRE,JOSE LEON SUAREZ,208241,2019-03-01
2771,MITRE,GARIN,1035,2019-03-01
2772,MITRE,FLORIDA,15866,2019-03-01
2773,MITRE,ESCOBAR,2339,2019-03-01
2774,MITRE,EL TALAR,82,2019-03-01
2775,MITRE,MARTINEZ,103675,2019-03-01
2776,MITRE,SAN ANDRES,45915,2019-03-01
2777,ROCA,CALZADA,155672,2019-03-01
2778,MITRE,SAN ISIDRO,281532,2019-03-01
2779,MITRE,DRAGO,41778,2019-03-01
2780,ROCA,BURZACO,471854,2019-03-01
2781,ROCA,BRIAN,1,2019-03-01
2782,ROCA,BRANDSEN,155,2019-03-01
2783,ROCA,BOSQUES,111150,2019-03-01
2784,ROCA,BERNAL,159039,2019-03-01
2785,ROCA,BERAZATEGUI,253049,2019-03-01
2786,ROCA,BANFIELD,539062,2019-03-01
2787,ROCA,ARDIGO,140982,2019-03-01
2788,ROCA,ADROGUE,305419,2019-03-01
2789,ROCA,A.KORN,211120,2019-03-01
2790,ROCA,A. PETION,5590,2019-03-01
2791,MITRE,ZELAYA,268,2019-03-01
2792,MITRE,ZARATE,953,2019-03-01
2793,MITRE,VIRREYES,115155,2019-03-01
2794,MITRE,VICTORIA ELECT,62274,2019-03-01
2795,MITRE,VICENTE LOPEZ,40985,2019-03-01
2796,MITRE,V. BALLESTER,137691,2019-03-01
2797,MITRE,URQUIZA,216471,2019-03-01
2798,MITRE,TIGRE,245079,2019-03-01
2799,MITRE,SAN MARTIN,205159,2019-03-01
2800,MITRE,SAN FERNANDO,95954,2019-03-01
2801,MITRE,COLEGIALES,86543,2019-03-01
2802,ROCA,A. DE ELIA,7,2019-03-01
2803,MITRE,CHILAVERT,49853,2019-03-01
2804,BELGRANO SUR,G. CATAN,170177,2019-03-01
2805,BELGRANO SUR,FOURNIER,35826,2019-03-01
2806,BELGRANO SUR,EVA DUARTE,50642,2019-03-01
2807,BELGRANO SUR,CASTILLO,33696,2019-03-01
2808,BELGRANO SUR,CASTELLO,66835,2019-03-01
2809,BELGRANO SUR,BUENOS AIRES,2,2019-03-01
2810,BELGRANO SUR,ALDO BONZI,3206,2019-03-01
2811,BELGRANO NORTE,VILLA ROSA,20967,2019-03-01
2812,BELGRANO NORTE,VILLA ADELINA,131493,2019-03-01
2813,BELGRANO SUR,I. CASANOVA,24785,2019-03-01
2814,BELGRANO NORTE,RETIRO,603399,2019-03-01
2815,BELGRANO NORTE,MUNRO,107135,2019-03-01
2816,BELGRANO NORTE,LOS POLVORINES,140432,2019-03-01
2817,BELGRANO NORTE,ING. P. NOGUES,116618,2019-03-01
2818,BELGRANO NORTE,GRAND BOURG,212752,2019-03-01
2819,BELGRANO NORTE,FLORIDA,40317,2019-03-01
2820,BELGRANO NORTE,DON TORCUATO,136493,2019-03-01
2821,BELGRANO NORTE,DEL VISO,52149,2019-03-01
2822,BELGRANO NORTE,BOULOGNE SUR,186200,2019-03-01
2823,ROCA,CANUELAS,27519,2019-03-01
2824,BELGRANO NORTE,R. S. ORTIZ,48276,2019-03-01
2825,BELGRANO SUR,ILLIA,19397,2019-03-01
2826,BELGRANO SUR,INDEPENDENCIA,129939,2019-03-01
2827,BELGRANO SUR,J. INGENIEROS,3939,2019-03-01
2828,MITRE,CENTRANGOLO,15014,2019-03-01
2829,MITRE,CARUPA,71728,2019-03-01
2830,MITRE,CARRANZA,166775,2019-03-01
2831,MITRE,BENAVIDEZ,534,2019-03-01
2832,MITRE,BELGRANO R.,183704,2019-03-01
2833,MITRE,BECCAR,41518,2019-03-01
2834,MITRE,ACASSUSO,37084,2019-03-01
2835,MITRE,3 DE FEBRERO,66065,2019-03-01
2836,BELGRANO SUR,VILLEGAS,4999,2019-03-01
2837,BELGRANO SUR,V.LUGANO,84868,2019-03-01
2838,BELGRANO SUR,V. SOLDATI,34007,2019-03-01
2839,BELGRANO SUR,V. MADERO,67385,2019-03-01
2840,BELGRANO SUR,TAPIALES,38311,2019-03-01
2841,BELGRANO SUR,SAENZ,247995,2019-03-01
2842,BELGRANO SUR,QUERANDI,29263,2019-03-01
2843,BELGRANO SUR,MERLO GOMEZ,21217,2019-03-01
2844,BELGRANO SUR,MENDEVILLE,4883,2019-03-01
2845,BELGRANO SUR,M. BELGRANO,37679,2019-03-01
2846,BELGRANO SUR,LIBERTAD,27692,2019-03-01
2847,BELGRANO SUR,LAFERRERE,231084,2019-03-01
2848,BELGRANO SUR,KM. 12,1797,2019-03-01
2849,MITRE,COGHLAN,33183,2019-03-01
2850,ROCA,CITY BELL,50143,2019-03-01
2851,ROCA,CHASCOMUS,350,2019-03-01
2852,SARMIENTO,VILLA LURO,107770,2019-03-01
2853,SAN MARTIN,PATERNAL,10,2019-03-01
2854,SAN MARTIN,PALOMAR,87689,2019-03-01
2855,SAN MARTIN,PALERMO,181,2019-03-01
2856,SAN MARTIN,MUNIZ,58550,2019-03-01
2857,SAN MARTIN,MANZANARES,2717,2019-03-01
2858,SAN MARTIN,J.C. PAZ,455872,2019-03-01
2859,SAN MARTIN,HURLINGHAM,91149,2019-03-01
2860,SAN MARTIN,DERQUI,161800,2019-03-01
2861,SAN MARTIN,CHACARITA,17,2019-03-01
2862,ROCA,CLAYPOLE,245437,2019-03-01
2863,SAN MARTIN,CASEROS,147862,2019-03-01
2864,SAN MARTIN,B. VISTA,103529,2019-03-01
2865,SAN MARTIN,ASTOLFI,16960,2019-03-01
2866,ROCA,ZEBALLOS,114078,2019-03-01
2867,ROCA,YRIGOYEN,82172,2019-03-01
2868,ROCA,WILDE,86633,2019-03-01
2869,ROCA,VILLA ESPANA,36964,2019-03-01
2870,ROCA,VILLA ELISA,49607,2019-03-01
2871,ROCA,V. DOMINICO,53718,2019-03-01
2872,ROCA,V. CASARES,1495,2019-03-01
2873,SAN MARTIN,CABRED,4159,2019-03-01
2874,SAN MARTIN,RETIRO,3,2019-03-01
2875,SAN MARTIN,S. LUGARES,22307,2019-03-01
2876,SAN MARTIN,SAENZ PENA,116685,2019-03-01
2877,SARMIENTO,S.A DE PADUA,255982,2019-03-01
2878,SARMIENTO,RAMOS MEJIA,460616,2019-03-01
2879,SARMIENTO,PASO DEL REY,229531,2019-03-01
2880,SARMIENTO,ONCE,1669895,2019-03-01
2881,SARMIENTO,MORON,897291,2019-03-01
2882,SARMIENTO,MORENO,817583,2019-03-01
2883,SARMIENTO,MISERERE,273,2019-03-01
2884,SARMIENTO,MERLO,883682,2019-03-01
2885,SARMIENTO,LINIERS,534766,2019-03-01
2886,SARMIENTO,ITUZAINGO,284711,2019-03-01
2887,SARMIENTO,HAEDO,160963,2019-03-01
2888,SARMIENTO,FLORESTA,145771,2019-03-01
2889,SARMIENTO,FLORES,244050,2019-03-01
2890,SARMIENTO,CIUDADELA,150032,2019-03-01
2891,SARMIENTO,CASTELAR,253380,2019-03-01
2892,SARMIENTO,CABALLITO,199418,2019-03-01
2893,SAN MARTIN,W. MORRIS,62538,2019-03-01
2894,SAN MARTIN,V. PARQUE,323597,2019-03-01
2895,SAN MARTIN,V. DEVOTO,117407,2019-03-01
2896,SAN MARTIN,SOL Y VERDE,102730,2019-03-01
2897,SAN MARTIN,SAN MIGUEL,323962,2019-03-01
2898,ROCA,U. FERROVIARIA,2646,2019-03-01
2899,ROCA,TURDERA,105196,2019-03-01
2900,SAN MARTIN,PILAR,151000,2019-03-01
2901,ROCA,TOLOSA,20871,2019-03-01
2902,ROCA,KM. 33,6,2019-03-01
2903,ROCA,KLOOSTERMAN,522,2019-03-01
2904,ROCA,JUAN XXIII,1,2019-03-01
2905,ROCA,J. MARMOL,60695,2019-03-01
2906,ROCA,HUDSON,72228,2019-03-01
2907,ROCA,HAEDO,2096,2019-03-01
2908,ROCA,H. ESPANOL,1,2019-03-01
2909,ROCA,GUTIERREZ,6168,2019-03-01
2910,ROCA,GUERNICA,168159,2019-03-01
2911,ROCA,KM. 34,8,2019-03-01
2912,ROCA,GONNET,34723,2019-03-01
2913,ROCA,GERLI,138288,2019-03-01
2914,ROCA,F. VARELA,323126,2019-03-01
2915,ROCA,EZPELETA,190606,2019-03-01
2916,ROCA,EZEIZA,484034,2019-03-01
2917,ROCA,ESCALADA,146515,2019-03-01
2918,ROCA,EL JAGUEL,190857,2019-03-01
2919,ROCA,DON BOSCO,60904,2019-03-01
2920,ROCA,DARIO Y MAXI,241011,2019-03-01
2921,ROCA,TRISTAN SUAREZ,25841,2019-03-01
2922,ROCA,GLEW,582779,2019-03-01
2923,ROCA,L. DE ZAMORA,1061774,2019-03-01
2924,ROCA,CONSTITUCION,4235597,2019-03-01
2925,ROCA,LA NORIA,2,2019-03-01
2926,ROCA,L. GUILLON,146048,2019-03-01
2927,ROCA,TABLADA,336,2019-03-01
2928,ROCA,SPEGAZZINI,14310,2019-03-01
2929,ROCA,SOURIGUES,38461,2019-03-01
2930,ROCA,SARANDI,53986,2019-03-01
2931,ROCA,SANTA SOFIA,11611,2019-03-01
2932,ROCA,SAN JUSTO,351,2019-03-01
2933,ROCA,RINGUELET,10921,2019-03-01
2934,ROCA,RANELAGH,37865,2019-03-01
2935,ROCA,QUILMES,394116,2019-03-01
2936,ROCA,TEMPERLEY,242622,2019-03-01
2937,ROCA,PEREYRA,5140,2019-03-01
2938,ROCA,MONTE GRANDE,543372,2019-03-01
2939,ROCA,MONTE,1,2019-03-01
2940,ROCA,MAXIMO PAZ,11883,2019-03-01
2941,ROCA,LONGCHAMPS,441778,2019-03-01
2942,ROCA,LLAVALLOL,95152,2019-03-01
2943,ROCA,LEVENE,832,2019-03-01
2944,ROCA,LANUS,838722,2019-03-01
2945,ROCA,LA PLATA,358186,2019-03-01
2946,ROCA,PLATANOS,53055,2019-03-01
2947,ROCA,DON BOSCO,60112,2019-04-01
2948,ROCA,EL JAGUEL,185196,2019-04-01
2949,MITRE,BECCAR,38299,2019-04-01
2950,MITRE,3 DE FEBRERO,53162,2019-04-01
2951,ROCA,ESCALADA,151228,2019-04-01
2952,ROCA,EZEIZA,467710,2019-04-01
2953,BELGRANO SUR,VILLEGAS,5451,2019-04-01
2954,MITRE,ACASSUSO,34856,2019-04-01
2955,MITRE,BELGRANO R.,170786,2019-04-01
2956,MITRE,CARRANZA,161958,2019-04-01
2957,ROCA,CONSTITUCION,4125785,2019-04-01
2958,MITRE,BENAVIDEZ,503,2019-04-01
2959,MITRE,CAPILLA DEL SENOR,42,2019-04-01
2960,ROCA,CLAYPOLE,241117,2019-04-01
2961,ROCA,CITY BELL,51665,2019-04-01
2962,MITRE,CARUPA,67298,2019-04-01
2963,ROCA,CHASCOMUS,113,2019-04-01
2964,MITRE,CENTRANGOLO,14432,2019-04-01
2965,ROCA,EZPELETA,202302,2019-04-01
2966,ROCA,CANUELAS,29122,2019-04-01
2967,ROCA,DARIO Y MAXI,262818,2019-04-01
2968,BELGRANO SUR,V.LUGANO,92295,2019-04-01
2969,BELGRANO SUR,QUERANDI,31168,2019-04-01
2970,BELGRANO SUR,V. SOLDATI,36898,2019-04-01
2971,ROCA,KM. 33,2,2019-04-01
2972,BELGRANO SUR,KM. 12,1488,2019-04-01
2973,ROCA,KLOOSTERMAN,292,2019-04-01
2974,BELGRANO SUR,LAFERRERE,223261,2019-04-01
2975,ROCA,JUAN XXIII,2,2019-04-01
2976,BELGRANO SUR,LIBERTAD,31485,2019-04-01
2977,BELGRANO SUR,M. BELGRANO,38244,2019-04-01
2978,ROCA,J. MARMOL,76269,2019-04-01
2979,ROCA,HUDSON,76618,2019-04-01
2980,ROCA,F. VARELA,335342,2019-04-01
2981,BELGRANO SUR,MENDEVILLE,5034,2019-04-01
2982,BELGRANO SUR,MERLO GOMEZ,22627,2019-04-01
2983,ROCA,GUTIERREZ,5732,2019-04-01
2984,BELGRANO SUR,SAENZ,249444,2019-04-01
2985,ROCA,GUERNICA,191945,2019-04-01
2986,BELGRANO SUR,TAPIALES,36216,2019-04-01
2987,ROCA,GONNET,35780,2019-04-01
2988,BELGRANO SUR,V. MADERO,72013,2019-04-01
2989,ROCA,GLEW,605830,2019-04-01
2990,ROCA,GERLI,138789,2019-04-01
2991,ROCA,HAEDO,1903,2019-04-01
2992,MITRE,CHILAVERT,50333,2019-04-01
2993,MITRE,SAN FERNANDO,96743,2019-04-01
2994,ROCA,CALZADA,160218,2019-04-01
2995,MITRE,ZELAYA,211,2019-04-01
2996,MITRE,ZARATE,714,2019-04-01
2997,MITRE,MATHEU,1028,2019-04-01
2998,MITRE,MIGUELETES,40266,2019-04-01
2999,MITRE,VIRREYES,116534,2019-04-01
3000,MITRE,VICTORIA ELECT,62699,2019-04-01
3001,MITRE,MITRE,92944,2019-04-01
3002,MITRE,NUNEZ,234932,2019-04-01
3003,MITRE,VICENTE LOPEZ,37441,2019-04-01
3004,MITRE,OLIVOS,83954,2019-04-01
3005,MITRE,V. BALLESTER,133797,2019-04-01
3006,MITRE,URQUIZA,207123,2019-04-01
3007,MITRE,PUEYRREDON,62342,2019-04-01
3008,MITRE,TIGRE,238577,2019-04-01
3009,MITRE,RETIRO (SUAREZ-MITRE),396365,2019-04-01
3010,MITRE,RETIRO (TIGRE),144848,2019-04-01
3011,MITRE,SAN MARTIN,151114,2019-04-01
3012,MITRE,SAN ISIDRO,245964,2019-04-01
3013,MITRE,RIVADAVIA,90314,2019-04-01
3014,BELGRANO SUR,J. INGENIEROS,4172,2019-04-01
3015,MITRE,SAAVEDRA,35972,2019-04-01
3016,MITRE,MARTINEZ,109984,2019-04-01
3017,MITRE,COGHLAN,31460,2019-04-01
3018,MITRE,MAQ. SAVIO,1082,2019-04-01
3019,MITRE,MALAVER,26936,2019-04-01
3020,ROCA,BURZACO,460274,2019-04-01
3021,MITRE,COLEGIALES,86068,2019-04-01
3022,ROCA,BRANDSEN,80,2019-04-01
3023,MITRE,DRAGO,55646,2019-04-01
3024,ROCA,BOSQUES,115081,2019-04-01
3025,MITRE,EL TALAR,81,2019-04-01
3026,MITRE,ESCOBAR,2645,2019-04-01
3027,ROCA,BERNAL,177157,2019-04-01
3028,MITRE,FLORIDA,12370,2019-04-01
3029,ROCA,BERAZATEGUI,264930,2019-04-01
3030,MITRE,GARIN,1038,2019-04-01
3031,ROCA,BANFIELD,537344,2019-04-01
3032,ROCA,ARDIGO,148209,2019-04-01
3033,MITRE,JOSE LEON SUAREZ,206763,2019-04-01
3034,ROCA,ADROGUE,305523,2019-04-01
3035,MITRE,JUAN B. JUSTO,16650,2019-04-01
3036,ROCA,ABBOT,3,2019-04-01
3037,MITRE,LA LUCILA,28987,2019-04-01
3038,MITRE,LOPEZ CAMELO,298,2019-04-01
3039,ROCA,A.KORN,202044,2019-04-01
3040,ROCA,A. PETION,5415,2019-04-01
3041,ROCA,A. DE ELIA,6,2019-04-01
3042,ROCA,KM. 34,6,2019-04-01
3043,ROCA,TURDERA,112099,2019-04-01
3044,ROCA,L. DE ZAMORA,1059734,2019-04-01
3045,SAN MARTIN,RETIRO,29,2019-04-01
3046,SAN MARTIN,PILAR,154904,2019-04-01
3047,SAN MARTIN,PATERNAL,10,2019-04-01
3048,SAN MARTIN,PALOMAR,89594,2019-04-01
3049,SAN MARTIN,PALERMO,219,2019-04-01
3050,SAN MARTIN,MUNIZ,59650,2019-04-01
3051,SAN MARTIN,MANZANARES,3375,2019-04-01
3052,SAN MARTIN,J.C. PAZ,446950,2019-04-01
3053,SAN MARTIN,HURLINGHAM,90247,2019-04-01
3054,SAN MARTIN,S. LUGARES,21988,2019-04-01
3055,SAN MARTIN,DERQUI,158665,2019-04-01
3056,SAN MARTIN,CASEROS,150515,2019-04-01
3057,SAN MARTIN,CABRED,4341,2019-04-01
3058,SAN MARTIN,B. VISTA,101311,2019-04-01
3059,SAN MARTIN,ASTOLFI,16637,2019-04-01
3060,ROCA,ZEBALLOS,119546,2019-04-01
3061,ROCA,YRIGOYEN,87106,2019-04-01
3062,ROCA,WILDE,88781,2019-04-01
3063,ROCA,VILLA ESPANA,41423,2019-04-01
3064,ROCA,VILLA ELISA,51866,2019-04-01
3065,SAN MARTIN,CHACARITA,92,2019-04-01
3066,ROCA,V. DOMINICO,54811,2019-04-01
3067,SAN MARTIN,SAENZ PENA,102493,2019-04-01
3068,SAN MARTIN,SOL Y VERDE,96636,2019-04-01
3069,SARMIENTO,VILLA LURO,107079,2019-04-01
3070,SARMIENTO,S.A DE PADUA,254572,2019-04-01
3071,SARMIENTO,RAMOS MEJIA,413412,2019-04-01
3072,SARMIENTO,PASO DEL REY,204945,2019-04-01
3073,SARMIENTO,ONCE,1650607,2019-04-01
3074,SARMIENTO,MORON,944828,2019-04-01
3075,SARMIENTO,MORENO,719220,2019-04-01
3076,SARMIENTO,MISERERE,190,2019-04-01
3077,SARMIENTO,MERLO,861500,2019-04-01
3078,SAN MARTIN,SAN MIGUEL,319919,2019-04-01
3079,SARMIENTO,LINIERS,519121,2019-04-01
3080,SARMIENTO,HAEDO,166057,2019-04-01
3081,SARMIENTO,FLORESTA,144197,2019-04-01
3082,SARMIENTO,FLORES,242767,2019-04-01
3083,SARMIENTO,CIUDADELA,152492,2019-04-01
3084,SARMIENTO,CASTELAR,248079,2019-04-01
3085,SARMIENTO,CABALLITO,195325,2019-04-01
3086,SAN MARTIN,W. MORRIS,62116,2019-04-01
3087,SAN MARTIN,V. PARQUE,315204,2019-04-01
3088,SAN MARTIN,V. DEVOTO,119659,2019-04-01
3089,SARMIENTO,ITUZAINGO,276261,2019-04-01
3090,BELGRANO SUR,INDEPENDENCIA,130125,2019-04-01
3091,ROCA,V. CASARES,1629,2019-04-01
3092,ROCA,TRISTAN SUAREZ,26716,2019-04-01
3093,BELGRANO NORTE,VILLA ADELINA,138040,2019-04-01
3094,BELGRANO NORTE,VILLA ROSA,59970,2019-04-01
3095,BELGRANO SUR,ALDO BONZI,3449,2019-04-01
3096,ROCA,MONTE,4,2019-04-01
3097,ROCA,MAXIMO PAZ,11727,2019-04-01
3098,BELGRANO SUR,BUENOS AIRES,1,2019-04-01
3099,BELGRANO SUR,CASTELLO,65721,2019-04-01
